,course_name,tags,Course Rating,Difficulty_Level,user_profile,Marks,Recommendation
1668,Fundamentals of Accounting Capstone,fundament of account capstoneadvancedstudentpro forma bookkeep merger & acquisit decis make i-messag incom statement break-even econom financi statement account futur contract busi business-essentials4.35,4.3,Advanced,Student,5,"Advanced Financial Reporting Accounting for Business Combinations and Preparation of Consolidated Financial Statements,Financial Accounting Fundamentals,Financial Accounting Foundations,Financial Reporting Capstone,Accounting for Business Decision Making Measurement and Operational Decisions,Accounting for Decision Making"
2344,Learn Object Oriented Programming With C++,learn object orient program with c++advancedprofessionalc++ comput program python program data type recurs enumer set object-ori program euler' totient function order pair command-lin interfac project computer-sci software-development4.34,4.3,Advanced,Professional,4,"Class Creation in Object Oriented Python,Object-Oriented Programming with Java,Intermediate Object-Oriented Programming with Java,Programming Languages Part C,Functions Methods and Interfaces in Go,Create a Python Application using MySQL"
2846,Prepare for the EMT Certification Test,prepar for the emt certif testintermediatestudentnurs educ emerg medic servic patient care commun syndrom emerg manag patient differenti diagnosi nurs healthcar manag life-sci patient-care4.34,4.3,Intermediate,Student,4,"Medical Emergencies Airway Breathing and Circulation,EMT Foundations,Emergency Care Pregnancy Infants and Children,Introduction to Integrative Nursing,Managing Asthma Allergies Diabetes and Seizures in School,The Science of Health Care Delivery"
3094,Coding for Designers Managers & Entrepreneurs I,code for design manag & entrepreneur ibeginnerprofessionalus interfac entrepreneurship html and css debug web html css design brief user experi user stori busi entrepreneurship4.34,4.3,Beginner,Professional,4,"Coding for Designers Managers & Entrepreneurs II,Coding for Designers Managers & Entrepreneurs III,Responsive Website Basics Code with HTML CSS and JavaScript,Introduction to User Experience Design,User Experience Design � Creating User Profiles,Build Your Portfolio Website with HTML and CSS"
2378,Multiplatform Mobile App Development with NativeScript,multiplatform mobil app develop with nativescriptadvancedstudentangular mobil app node.j web develop android develop javascript mobil develop react web framework web applic develop computer-sci mobile-and-web-development4.33,4.3,Advanced,Student,3,"Multiplatform Mobile App Development with React Native,Multiplatform Mobile App Development with Web Technologies Ionic and Cordova,Build a Google Firebase Web Application,Developing Android Apps with App Inventor,Building a Dynamic Web App using PHP & MySQL,Become a JavaScript Pro with these 7 Skills"
2320,System Validation (3) Requirements by modal formulas,system valid (3) requir by modal formulasadvancedprofessionaljavascript logic modulo oper system v boolean algebra modal ?-calculu fixed-point combin c dynam memori alloc deadlock transit system computer-sci software-development4.32,4.3,Advanced,Professional,2,"Build a Guessing Game Application using Java,Create a Memory Puzzle Game in Python Using Pygame,Analyzing Video with OpenCV and NumPy,Requirements Gathering for Secure Software Development,Use Commands and Create a Remote Git Repository,Quantitative Model Checking"
3177,Jewish Diaspora in Modern China,jewish diaspora in modern chinanot calibratedprofessionallisten h.e.a.r. law india religion intern relat interest lectur histori cultur social-sci governance-and-society4.32,4.3,Not Calibrated,Professional,2,"Understanding International Relations Theory,International migrations a global issue,Understanding 9/11 Why 9/11 Happened & How Terrorism Affects Our World Today,Global Diplomacy the United Nations in the World,Refugees in the 21st Century,Constitutional Struggles in the Muslim World"
3291,Interest Rate Models,interest rate modelsadvancedprofessionallibor stochast calculu valuat of option interest interest rate swap brownian motion interest rate forward price money market price busi finance4.32,4.3,Advanced,Professional,2,"Valuation and Financial Analysis For Startups Capstone,Finance for Everyone Markets,Everyday Excel Part 2,Advanced Valuation and Strategy - M&A Private Equity and Venture Capital,The Neuromarketing Toolbox,Monetary Policy in the Asia Pacific"
2274,Introduction to Topic Modeling for Business,introduct to topic model for businessbeginnerprofessionaltop model project model machin learn analysi conceptu framework data analysi social media platform text mine e-commerc data-sci machine-learning4.31,4.3,Beginner,Professional,1,"Analyze Text Data with Yellowbrick,Data for Machine Learning,Build NLP pipelines using scikit-learn,Text Mining and Analytics,Analyze Box Office Data with Seaborn and Python,Data Analysis Using Pyspark"
2283,Automated Reasoning Symbolic Model Checking,autom reason symbol model checkingadvancedstudentverif and valid multipl recurs comput tree logic path variabl recurs deadlock binari decis diagram model checker algorithm formal verif computer-sci software-development4.31,4.3,Advanced,Student,1,"Quantitative Model Checking,Automated Reasoning satisfiability,Unordered Data Structures,Create a Boggle Word Solver using recursion in Python,Using Databases with Python,Distributed Programming in Java"
2887,Career Success Project,career success projectbeginnerprofessionalswot analysi project career peer review account document busi write evalu write person advertis busi business-essentials4.31,4.3,Beginner,Professional,1,"High-Impact Business Writing,High-Impact Business Writing,Writing Winning Resumes and Cover Letters,Create a Resume and Cover Letter with Google Docs,Business Writing,Successful Presentation"
3061,Regression Models,regress modelsbeginnerstudentlinear linear model model regress analysi gener linear model analysi linear regress gener statist model select regress data-sci probability-and-statistics4.31,4.3,Beginner,Student,1,"Regression Models,Building and analyzing linear regression model in R,Econometrics Methods and Applications,Regression Modeling in Practice,Multiple Linear Regression with scikit-learn,Linear Regression in R for Public Health"
3129,Intermediate Grammar Project,intermedi grammar projectadvancedstudentprocess english grammar human learn grammar confid career english languag choic social psycholog translat language-learn learning-english4.31,4.3,Advanced,Student,1,"Adjectives and Adjective Clauses,Consonants of American English Pronunciation,Tricky English Grammar,Perfect Tenses and Modals,Conjunctions Connectives and Adverb Clauses,Teaching Tips for Tricky English Grammar"
943,Competitive Programmer's Core Skills,competit programmer' core skillsintermediateprofessionalgreedi algorithm integ overflow matrix chain multipl algorithm comput program comput program edit distanc competit dynam program segment tree computer-sci algorithms4.291,4.2,Intermediate,Professional,91,"Introduction to Computer Programming,Learn to Program Crafting Quality Code,The Fundamentals of Computing Capstone Exam,Algorithmic Toolbox,Introduction to Programming with MATLAB,How Computers Work"
1501,Big Data - Capstone Project,big data - capston projectadvancedstudentanalysi apach spark sql big data analyt analyt big data knime apach neo4j apach hadoop data-sci data-analysis4.291,4.2,Advanced,Student,91,"Introduction to Big Data,Big Data Integration and Processing,Foundations for Big Data Analysis with SQL,Big Data Modeling and Management Systems,Big Data Analysis Hive Spark SQL DataFrames and GraphFrames,Graph Analytics for Big Data"
19,Recommendation Systems with TensorFlow on GCP,recommend system with tensorflow on gcpadvancedprofessionalsystem architectur cloud comput googl cloud platform tensorflow deep learn cloud platform machin learn matric artifici neural network recommend system data-sci machine-learning4.289,4.2,Advanced,Professional,89,"Art and Science of Machine Learning,Production Machine Learning Systems,Google Cloud Platform Big Data and Machine Learning Fundamentals,Google Cloud Platform Big Data and Machine Learning Fundamentals,How Google does Machine Learning,Machine Learning for Business Professionals"
170,Marketing Strategy for Entrepreneurs,market strategi for entrepreneursadvancedstudentmarket econom market strategi write storytel entrepreneurship sale mass market digit market strategi market busi marketing4.289,4.2,Advanced,Student,89,"Marketing in a Digital World,The Marketing Plan,Marketing Strategy Capstone Project,Engagement & Nurture Marketing Strategies,Marketing Management I,Digital Marketing Capstone"
235,Matrix Methods,matrix methodsintermediateprofessionalalgebra linear least squar linear map linear algebra least squar system of linear equat singular valu decomposit orthogon matric linear equat math-and-log math-and-logic4.288,4.2,Intermediate,Professional,88,"First Steps in Linear Algebra for Machine Learning,Introduction to Ordinary Differential Equations,Advanced Linear Models for Data Science 1 Least Squares,Introduction to numerical analysis,Advanced Linear Models for Data Science 2 Statistical Linear Models,Matrix Algebra for Engineers"
1076,Strategy and Sustainability,strategi and sustainabilitybeginnerprofessionalcivil societi consum electron percept busi strategi plan strateg manag strategi line manag u.s. secur and exchang commiss sustain busi business-strategy4.288,4.2,Beginner,Professional,88,"Strategy Formulation,Business Strategies for Emerging Markets,Strategy Implementation,Strategic Planning and Execution,Business Strategy in Practice (Project-centered Course),Business Strategy"
1423,Learn to Code using C# on VS Code,learn to code use c# on vs codebeginnerstudentmicrosoft visual studio data type sourc display devic comput program languag classif c sharp program languag array data structur array languag computer-sci software-development4.288,4.2,Beginner,Student,88,"Code Yourself! An Introduction to Programming,Getting Started with Go,Functions Methods and Interfaces in Go,Python Data Visualization,Programming Languages Part B,Concurrency in Go"
1520,Basic Sentiment Analysis with TensorFlow,basic sentiment analysi with tensorflowadvancedprofessionalanalysi front and back end order pair project tensorflow model statist classif artifici neural network sentiment analysi project mine data-sci machine-learning4.288,4.2,Advanced,Professional,88,"Sentiment Analysis with Deep Learning using BERT,Data Analysis Using Pyspark,TensorFlow for AI Applying Image Convolution,Neural Style Transfer with TensorFlow,TensorFlow for CNNs Transfer Learning,TensorFlow for AI Neural Network Representation"
430,Healthcare Data Models,healthcar data modelsadvancedstudentrel model approxim error health informat health data data qualiti data analysi health care analyt model data model type i and type ii error life-sci health-informatics4.287,4.2,Advanced,Student,87,"The Data Science of Health Informatics,Using clinical health data for better healthcare,Healthcare Data Quality and Governance,Healthcare Data Literacy,Big Data Modeling and Management Systems,Exploratory Data Analysis with MATLAB"
530,Mathematical Thinking in Computer Science,mathemat think in comput scienceintermediateprofessionallog puzzl mathemat induct algorithm proof theori permut problem solv discret mathemat mathemat mathemat logic computer-sci algorithms4.287,4.2,Intermediate,Professional,87,"Delivery Problem,Computer Science Algorithms Theory and Machines,Mathematical Game Theory,Fibonacci Numbers and the Golden Ratio,Algorithmic Thinking (Part 1),Basic Modeling for Discrete Optimization"
1110,Medical Cannabis for Pain Control,medic cannabi for pain controlintermediateprofessionalstress cannabinoid cannabinoid pain manag medic cannabi neuropath pain endocannabinoid system cancer pain cancer herbal life-sci patient-care4.287,4.2,Intermediate,Professional,87,"Preventing Chronic Pain A Human Systems Approach,Cannabis Chronic Pain and Related Disorders,Healthy Aging and the Future of Cannabis Research,History of Medical Cannabis,HPV-Associated Oral and Throat Cancer What You Need to Know,Introduction to the Biology of Cancer"
893,Lesson | Business English Skills Introducing Yourself in Business Settings,lesson | busi english skill introduc yourself in busi settingsintermediateprofessionalenglish languag averag row fintech busi psycholog open-book manag law languag busi analysi wharton fintech language-learn learning-english4.286,4.2,Intermediate,Professional,86,"Business English Making Presentations,English for Effective Business Speaking,Business English Basics,Business English Planning & Negotiating,Business English Meetings,English for Effective Business Writing"
155,User Experience Responsive Hero in XD for Beginners,user experi respons hero in xd for beginnersbeginnerprofessionalcharact comput experi asset login steel connect design user experi print shop project axosoft project mine computer-sci design-and-product4.285,4.2,Beginner,Professional,85,"Introduction to User Experience Design,Introduction to User Experience Principles and Processes,UX (User Experience) Capstone,User Experience Research & Prototyping,UX Design From Concept to Prototype,UX Design Fundamentals"
300,Android App Components - Services Local IPC and Content Providers,android app compon - servic local ipc and content providersadvancedstudentsqlit concurr comput model view present servic life java program mobil develop inter-process commun android studio comput program android develop computer-sci mobile-and-web-development4.285,4.2,Advanced,Student,85,"Android App Components - Intents Activities and Broadcast Receivers,Programming Mobile Applications for Android Handheld Systems Part 1,Developing Android Apps with App Inventor,Build a Simple App in Android Studio with Java,Build Your First Android App (Project-Centered Course),Capstone MOOC for ""Android App Development"""
501,Developing the Opportunity for Corporate Entrepreneurs,develop the opportun for corpor entrepreneursbeginnerprofessionalmatur technolog opportun identif corpor bond custom relationship manag entrepreneurship plan innov attent semigroup action enabl busi entrepreneurship4.285,4.2,Beginner,Professional,85,"Master Class for Corporate Entrepreneurs,Developing Innovative Ideas for New Companies The First Step in Entrepreneurship,Corporate Strategy,Professional Responsibility and Ethics for Accountants,Corporate Strategy,Financing and Profiting from Innovation for Corporate Entrepreneurs"
211,Build a Twitter Clone Backend,build a twitter clone backendbeginnerstudentmongodb model php euler' totient function project brand-new front and back end web clone applic program interfac computer-sci mobile-and-web-development4.284,4.2,Beginner,Student,84,"Build Your First React Website,Build a Google Firebase Web Application,Build A Google Firebase Web App (Part II),Introduction to Front-end Development with ReactJS,Blazor and JavaScript Interoperability,Become a JavaScript Pro with these 7 Skills"
1006,Image Processing with Python,imag process with pythonbeginnerprofessionalglob posit system opencv medic imag imag process project python program photographi video edit digit imag process comput program computer-sci software-development4.283,4.2,Beginner,Professional,83,"Computer Vision - Image Basics with OpenCV and Python,Fundamentals of Digital Image and Video Processing,Image and Video Processing From Mars to Hollywood with a Stop at the Hospital,Python Project pillow tesseract and opencv,Computer Vision Basics,Basic Image Classification with TensorFlow"
595,Annual Campaigns Building a Case for Support,annual campaign build a case for supportadvancedprofessionaltelemarket write fundrais ladder strategi leadership plan advertis mail audienc build relationship busi business-strategy4.282,4.2,Advanced,Professional,82,"Business Strategy in Practice (Project-centered Course),Business Strategy Business Model Canvas Analysis with Miro,Business Strategies for Emerging Markets,Change Leadership Developing Strategic Gap Analysis in Miro,Doing Business in China Capstone,Anticipating Your Next Battle in Business and Beyond"
689,Meaningful Predictive Modeling,meaning predict modelingadvancedstudenttyp i and type ii error valid set predict model generaliz theori python program regress analysi machin learn evalu measur data-sci data-analysis4.282,4.2,Advanced,Student,82,"Predictive Modelling with Azure Machine Learning Studio,Data Science for Business Innovation,Predictive Modeling and Analytics,Applied Data Science Capstone,Applied Data Science Capstone,Intermediate Pandas Python Library for Data Science"
772,Plots (Graphics) for Data Science,plot (graphics) for data sciencebeginnerstudentchart array data structur project mine project statist analysi euler' totient function machin learn gener statist data scienc python program data-sci data-analysis4.282,4.2,Beginner,Student,82,"FIFA20 Data Exploration using Python,Geo-Visualization in Python,Exploratory Data Analysis,Applied Data Science Capstone,Applied Data Science Capstone,Analyze Box Office Data with Seaborn and Python"
1074,Advanced Business Analytics Capstone,advanc busi analyt capstoneadvancedprofessionalbusi intellig busi analysi analysi portfolio financ busi analyt sql miss data data analysi predict analyt analyt data-sci data-analysis4.282,4.2,Advanced,Professional,82,"Introduction to Data Analytics for Business,Communicating Business Analytics Results,Business Analytics for Decision Making,Business Analytics and Digital Media,Data Analysis and Reporting in SAS Visual Analytics,Business Metrics for Data-Driven Companies"
994,Introduction to Systems Biology,introduct to system biologyadvancedprofessionalbio molecular biolog system biolog biolog analysi proteom comput biolog biochemistri .properti bioinformat life-sci basic-science4.281,4.2,Advanced,Professional,81,"Integrated Analysis in Systems Biology,Network Analysis in Systems Biology,Systems Biology and Biotechnology Capstone,Experimental Methods in Systems Biology,Introduction to Genomic Technologies,Introduction to Algae"
1399,Advanced R Programming,advanc r programmingadvancedstudentcomput program analysi debug type i and type ii error r program control flow java annot euler' totient function debug code function program data-sci data-analysis4.280,4.2,Advanced,Student,80,"Building R Packages,R Programming,R Programming,Functional Programming in Scala Capstone,Build Data Analysis tools using R and DPLYR,Introduction to Neurohacking In R"
238,Hierarchical Clustering Customer Segmentation,hierarch cluster custom segmentationadvancedstudentunsupervis learn data cluster algorithm numpi matplotlib machin learn algorithm hierarch cluster data structur python program market segment data-sci machine-learning4.279,4.2,Advanced,Student,79,"Foundations of Data Science K-Means Clustering in Python,Machine Learning Clustering & Retrieval,Unsupervised Machine Learning for Customer Market Segmentation,Machine Learning with Python,Machine Learning with Python,Clustering Geolocation Data Intelligently in Python"
1143,Time to Reorganize! Understand Organizations Act and Build a Meaningful World.,time to reorganize! understand organ act and build a meaning world.advancedstudentprocess sourc averag interact humanitarian logic leadership and manag competit perform sociolog social-sci governance-and-society4.279,4.2,Advanced,Student,79,"Public Health in Humanitarian Crises 1,Researcher Management and Leadership Training,Applications of Everyday Leadership,Global Diplomacy the United Nations in the World,Water Resources Management and Policy,Inspiring and Motivating Individuals"
617,RESTful API with HTTP and JavaScript,rest api with http and javascriptbeginnerstudentrepresent state transfer hypertext transfer protocol json interfac project web page javascript web applic program interfac web api computer-sci software-development4.277,4.2,Beginner,Student,77,"Data Collection and Processing with Python,Using Python to Access Web Data,Build A Google Firebase Web App (Part II),API Security on Google Cloud's Apigee API Platform,Web Application Technologies and Django,Programming Foundations with JavaScript HTML and CSS"
226,Data Analysis Using Pyspark,data analysi use pysparkbeginnerstudentdata analysi analysi machin learn big data python program util matplotlib order pair project mine project data-sci data-analysis4.276,4.2,Beginner,Student,76,"COVID19 Data Analysis Using Python,Exploratory Data Analysis With Python and Pandas,Applied Data Science Capstone,Applied Data Science Capstone,Exploratory Data Analysis,Data Analysis with Python"
341,Game Theory with Python,game theori with pythonbeginnerstudentmath and logic mathemat model physic python program game design model of comput game theori logic strategi comput program math-and-log math-and-logic4.276,4.2,Beginner,Student,76,"Mathematical Game Theory,Logic for Economists,Games without Chance Combinatorial Game Theory,C# Programming for Unity Game Development Capstone Project,Game-Theoretic Solution Concept with Spread Sheets,Create Your First Game with Python"
916,Introduction to Computer Vision with Watson and OpenCV,introduct to comput vision with watson and opencvbeginnerstudentopencv imag process comput vision machin learn tesseract softwar k-mean cluster comput program object detect python program upload data-sci machine-learning4.276,4.2,Beginner,Student,76,"Computer Vision - Image Basics with OpenCV and Python,Computer Vision - Object Detection with OpenCV and Python,Video Basics with OpenCV and Python,Computer Vision Neural Transfer Style & Green Screen Effect,Developing AI Applications on Azure,TensorFlow for AI Computer Vision Basics"
1447,EU policy and implementation making Europe work!,eu polici and implement make europ work!advancedstudentimpact assess model decis make specif technic standard polici implement game theori regulatori affair decentr adapt choic social-sci governance-and-society4.276,4.2,Advanced,Student,76,"Political Governance and Public Policy in Russia,Financing Infrastructure in African Cities,Social Services for Families Seniors and Those with Disabilities,Understanding economic policymaking,US Social Services Compared,Unethical Decision Making in Organizations"
752,Computer Vision Neural Transfer Style & Green Screen Effect,comput vision neural transfer style & green screen effectbeginnerprofessionalfil shortcut internet opencv web desktop machin learn python program project cloud comput comput vision display devic data-sci machine-learning4.275,4.2,Beginner,Professional,75,"Computer Vision - Object Detection with OpenCV and Python,Video Basics with OpenCV and Python,Introduction to Computer Vision with Watson and OpenCV,TensorFlow for AI Computer Vision Basics,Classification with Transfer Learning in Keras,Computer Vision - Image Basics with OpenCV and Python"
419,Finance for Non-Financial Managers,financ for non-financi managersbeginnerstudentbal sheet incom statement incom present valu cash flow stock invest financ net present valu financi statement busi finance4.274,4.2,Beginner,Student,74,"Finance for Non-Finance Professionals,Accounting and Finance for IT professionals,Introduction to Finance The Basics,Financial Accounting Fundamentals,Accounting Principles of Financial Accounting,Finance for Startups"
1173,"""Making"" Progress Teach-Out","""making"" progress teach-outbeginnerprofessionaleduc circl time newspap famili hope comedi close commun constitut cancer pride social-sci governance-and-society4.274",4.2,Beginner,Professional,74,"Free Speech on Campus Teach-Out,How To Teach Us,Social Services for Families Seniors and Those with Disabilities,Gender Family and Social Change in Contemporary South Korea,Ethical Social Media,Why Iowa? A Primer on Primaries and Caucuses Teach-Out"
1343,The Blockchain System,the blockchain systembeginnerstudentord pair data structur peer-to-p chain blockchain data share c process control multipl histori authent smart contract computer-sci algorithms4.274,4.2,Beginner,Student,74,"Peer-to-Peer Protocols and Local Area Networks,Data Science Methodology,Data Science Methodology,Python Data Structures,Decentralized Applications (Dapps),Framework for Data Collection and Analysis"
1394,Financial Risk Management with R,financi risk manag with rbeginnerstudentinsur financi risk manag leadership and manag student residu risk manag econometr financ r program risk financi risk busi finance4.274,4.2,Beginner,Student,74,"Investment Risk Management,Financial Engineering and Risk Management Part II,Risk governance Engage the board,Corporate Finance II Financing Investments and Managing Risk,FinTech Risk Management,Financial Markets"
392,Introduction to Javascript The Basics,introduct to javascript the basicsbeginnerstudentmobil app javascript web applic document object model html web develop script languag internet of thing web front and back end computer-sci mobile-and-web-development4.273,4.2,Beginner,Student,73,"JavaScript jQuery and JSON,Introduction to Web Development,Build a Google Firebase Web Application,Web Application Technologies and Django,Web Application Development with JavaScript and MongoDB,Programming Foundations with JavaScript HTML and CSS"
1160,Combining and Analyzing Complex Data,combin and analyz complex dataadvancedstudentapproxim error model estim survey estim theori combin stata spss sampl design consent data-sci data-analysis4.273,4.2,Advanced,Student,73,"Data Science Methodology,Data Science Methodology,Dealing With Missing Data,Big Data Modeling and Management Systems,Data Science in Real Life,What is Data Science?"
652,Ethical Social Media,ethic social mediaadvancedprofessionalonlin commun commun manag order pair media campaign social media commun analyt social media analyt media technolog social media campaign social-sci governance-and-society4.272,4.2,Advanced,Professional,72,"Introduction to Social Media Analytics,Social Media Advertising,What is Social?,Introduction to PicsArt for Social Media Marketing,Edit Your Photos for Social Media Marketing using PicsArt,Content Advertising & Social IMC"
1272,Biological Diversity (Theories Measures and Data sampling techniques),biolog divers (theori measur and data sampl techniques)intermediatestudentecolog biodivers evolut climat chang ecosystem speci analysi common speci phylogenet gener statist life-sci basic-science4.272,4.2,Intermediate,Student,72,"Ecosystems of California,Ecology from cells to Gaia,Protists Evolution and Ecology of Microbial Eukaryotes,Evolution Today,Survey Data Collection and Analytics Project (Capstone),Introduction to Probability and Data with R"
1421,Emotions a Philosophical Introduction,emot a philosoph introductionbeginnerstudentemot neurolog psycholog of self thought psycholog emot philosophi analysi social psycholog emot intellig arts-and-human philosophy4.272,4.2,Beginner,Student,72,"Know Thyself - The Value and Limits of Self-Knowledge The Examined Life,Know Thyself - The Value and Limits of Self-Knowledge The Unconscious,Intellectual Humility Science,The Teacher's Social and Emotional Learning,Philosophy and the Sciences Introduction to the Philosophy of Cognitive Sciences,Reason and Persuasion Thinking Through Three Dialogues By Plato"
1489,Biology Meets Programming Bioinformatics for Beginners,biolog meet program bioinformat for beginnersadvancedstudentgenet languag motif search bioinformat biolog molecular biolog bioinformat algorithm comput program python program algorithm life-sci health-informatics4.272,4.2,Advanced,Student,72,"Finding Hidden Messages in DNA (Bioinformatics I),Integrated Analysis in Systems Biology,Introduction to Systems Biology,Genome Sequencing (Bioinformatics II),Programming Languages Part B,Genome Assembly Programming Challenge"
872,Making the Case for Robotic Process Automation,make the case for robot process automationadvancedprofessionalbenefit flow network plan process lent pitfall! robot order pair softwar busi case information-technolog data-management4.271,4.2,Advanced,Professional,71,"Analysis for Business Systems,Business Analysis & Process Management,Business Metrics for Data-Driven Companies,Process Improvement a Kaizen Event with Google Slides,Process Mining Data science in Action,Fundamentals of Organization"
498,Web Application Security Testing with OWASP ZAP,web applic secur test with owasp zapbeginnerstudentowasp zap uniform resourc locat penetr test web applic secur secur softwar secur owasp internet secur web applic web computer-sci computer-security-and-networks4.269,4.2,Beginner,Student,69,"Web Application Security Testing with Burp Suite,Software Security,Web Connectivity and Security in Embedded Systems,Identifying Security Vulnerabilities,Enterprise and Infrastructure Security,Advanced System Security Topics"
743,Javascript animation for websites storytelling data visualization and games,javascript anim for websit storytel data visual and gamesbeginnerprofessionalhtml web javascript euler' totient function data scienc web develop data visual .properti infograph front-end web develop computer-sci mobile-and-web-development4.269,4.2,Beginner,Professional,69,"Build a Google Firebase Web Application,Introduction to Web Development,Front-End JavaScript Frameworks Angular,Front-End Web Development with React,Introduction to Front-end Development with ReactJS,Responsive Web Design"
436,Digital Media and Marketing Principles,digit media and market principlesadvancedprofessionalmarket mobil market strategi market channel market econom digit market digit media media market social media social media market busi marketing4.267,4.2,Advanced,Professional,67,"Digital Media and Marketing Strategies,The Business of Social,Social Marketing Capstone Project,Engagement & Nurture Marketing Strategies,Introduction to Social Media Marketing,Use Canva to Create Social Media Marketing Designs"
539,Power Onboarding,power onboardingintermediateprofessionalonboard workload emot intellig peer review plan career news model merger & acquisit dividend busi leadership-and-management4.267,4.2,Intermediate,Professional,67,"Inspiring Leadership through Emotional Intelligence,Esports Management Capstone Project,Career planning Your career your life,The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process,CAPSTONE Your Leadership Challenge,Leadership and Emotional Intelligence"
699,Disease Screening in Public Health,diseas screen in public healthintermediateprofessionalnon-communic diseas public health psychiatri mental health geriatr rehabilit servic medicin diseas cardiovascular diseas cancer life-sci public-health4.267,4.2,Intermediate,Professional,67,"Foundations of Public Health Practice Health Protection,Global Disease Masterclass Non-communicable Diseases,Ebola Virus Disease An Evolving Epidemic,Essentials of Global Health,Data and Health Indicators in Public Health Practice,Global Disease Masterclass Communicable Diseases Epidemiology Intervention and Prevention"
937,Planning Principled Proposing Proofing and Practicing to a Success Plan,plan principl propos proof and practic to a success planadvancedprofessionalplan time limit proposit franchis entrepreneurship principl busi plan valu proposit enabl order pair busi entrepreneurship4.266,4.2,Advanced,Professional,66,"Business Model Canvas,Grow to Greatness Smart Growth for Private Businesses Part I,Value Creation The Carlson-Polizzotto Method,Business Model Canvas A Tool for Entrepreneurs and Innovators (Project-Centered Course),Business Model Innovation,Launch Strategy 5 Steps to Capstone Experience"
1236,Behavioral Finance,behavior financeintermediateprofessionalbehavior econom cognit bia behavior financ behavior decis financ invest bia psycholog invest decis econom busi finance4.266,4.2,Intermediate,Professional,66,"Behavioral Investing,Capstone Build a Winning Investment Portfolio,Meeting Investors' Goals,Investments I Fundamentals of Performance Evaluation,Investments II Lessons and Applications for Investors,Biases and Portfolio Selection"
388,Getting Started With Game Development Using PyGame,get start with game develop use pygamebeginnerprofessionalvideo game develop display devic gameplay softwar engin order pair python program i-dea pygam comput program project computer-sci software-development4.265,4.2,Beginner,Professional,65,"Animation for Game Development Using PyGame,Create Your First Game with Python,Create an interactive fiction adventure game with Python,Advanced Game Development Using PyGame,C# Programming for Unity Game Development Capstone Project,Basic Game Development with Levels using Scratch"
839,Enjoyable Econometrics,enjoy econometricsbeginnerprofessionalstudent residu econometr student' t-test chi-squar distribut regress analysi gener statist correl and depend empir evid regress simpl linear regress data-sci probability-and-statistics4.265,4.2,Beginner,Professional,65,"Econometrics Methods and Applications,Regression Models,Regression Models,Regression Modeling in Practice,Building and analyzing linear regression model in R,Predicting Salaries with Simple Linear Regression in R"
828,Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs,craft strategi for innov initi for corpor entrepreneursadvancedstud � manag seek to assembl creativ peopl and resourc � technic specialist desir to becom part of an intern ventur and � consult who advis compani on way to launch and grow intern ventures. you will learn strategi to help you launch a corpor ventur with coursework focus on four key areas: � examin how to audit a company' intern environ to establish a framework for it innov capabl � creat a plan for an organiz structur and oper format that incorpor key role and player for intern ventur within the compani � analyz corpor cultur to identifi creativ capabl that leverag the company' best practic for innov � evalu innov portfolio and compos innov strategi that are best align with the implement potenti within the company. tri thi cours for free at https://www.coursera.org/learn/corporate-entrepreneurs-innovation-strategi strategi innov entrepreneurship intern entrepreneur organiz cultur audit4.262,4.2,Advanced,Student,62,"Strategic Innovation Managing Innovation Initiatives,Innovation Management,Financing and Profiting from Innovation for Corporate Entrepreneurs,The Search for Great Ideas Harnessing creativity to empower innovation.,Innovating in a Digital World,Design Thinking for the Greater Good Innovation in the Social Sector"
1246,Fundamentals of Music Theory,fundament of music theoryintermediateprofessionalsc gnu octav guitar write harmoni analysi chord jazz piano music arts-and-human music-and-art4.262,4.2,Intermediate,Professional,62,"Fundamentals of Rehearsing Music Ensembles,Getting Started With Music Theory,Jazz Improvisation,Approaching Music Theory Melodic Forms and Simple Harmony,Guitar Scales and Chord Progressions,Electronic Music Performance Techniques"
268,Public Economics,public economicsadvancedprofessionalmedian economi prefer optim tax tax econom public servic lump-sum tax social capit extern social-sci economics4.259,4.2,Advanced,Professional,59,"Economic Growth and Distributive Justice Part II - Maximize Social Wellbeing,Political Governance and Public Policy in Russia,Constitutional Reforms in Russia,Rethinking International Tax Law,Introduction to Economic Theories,Providing Social Emotional Behavioral and Special Education Services in School"
272,Survival Analysis in R for Public Health,surviv analysi in r for public healthadvancedprofessionalmiss data surviv analysi analysi r program proport hazard model regress analysi gener statist model public health log-rank test life-sci public-health4.259,4.2,Advanced,Professional,59,"Simple Regression Analysis in Public Health,Logistic Regression in R for Public Health,Linear Regression in R for Public Health,Business Statistics and Analysis Capstone,Data Analysis with Python,Data Analysis with Python"
339,Memoir and Personal Essay Managing Your Relationship with the Reader,memoir and person essay manag your relationship with the readeradvancedstudentrel chang and differ film essay write poetri write afford art and human creativ write storytel write fiction write arts-and-human music-and-art4.258,4.2,Advanced,Student,58,"Writing a Personal Essay,Writing in First Person Point of View,Writing Stories About Ourselves,Creative Writing The Craft of Setting and Description,Creative Writing The Craft of Style,Capstone Your Story"
