course,user_registration_year,id_user,user_profile,region,course_level,age_band,num_of_prev_attempts,studied_credits,qualification,final_result,course_registration_in_days,course_unregistration_in_days,course_present_in_platform_in_days,module_used_by_user_in_days,total_no_of_times_module_opened,activities_engaged_wrt_modules,total_clicks,projects_completed,average_assessment_score,queries,Hrabsence,Consultations,Attedance,Tenants,Recommend_course_priority,Are_you_Happy_with_course,Projects_in_the_course,Pending_projects,Category
Artificial Intelligence,2013,621676,Professional, Oxfordshire,Intermediate,35-55,0,30,Graduate,Withdrawn,-24,89,113,241,1,7,11,0,0,Artificial Intelligence,56,20,Extremabsence,EduKart,Very High ,1,240,240,
Artificial Intelligence,2013,624767,Professional, Oxfordshire,Beginner,35-55,0,30,Graduate,Withdrawn,-24,212,236,241,54,244,964,80,93.125,Data Science,56,2,Extremabsence,WizIQ,Medium,0,297,217,
Artificial Intelligence,2013,626751,Student,Scotland,Intermediate,0-35,0,30,Graduate,Withdrawn,-24,83,107,241,2,12,36,0,0,Artificial Intelligence,56,20,Extremabsence,Udemy,High,0,231,231,
Artificial Intelligence,2013,626927,Professional,Wales,Intermediate,35-55,0,30,Graduate,Withdrawn,-24,154,178,241,9,38,120,20,56.5,Machine learning,56,2,Extremabsence,Coursera,Low,1,254,234,
Artificial Intelligence,2013,627827,Professional,Scotland,Intermediate,35-55,0,30,Graduate,Fail,-24,241,265,241,40,195,640,90,68.55555556,Python,56,20,Extremabsence,Byjus,Very Low,1,290,200,
Artificial Intelligence,2013,627843,Professional,Surrey,Intermediate,0-35,0,30,Graduate,Withdrawn,-24,116,140,241,20,71,190,20,85,Data Science,56,2,Extremabsence,Unacademy,Very High ,0,224,204,
Artificial Intelligence,2013,630008,Professional,Hampshire,Intermediate,0-35,0,30,Graduate,Fail,-24,241,265,241,1,2,4,0,0,Artificial Intelligence,56,20,Extremabsence,Vedantu,Medium,0,236,236,
Artificial Intelligence,2013,630133,Professional,Norfolk,Intermediate,0-35,0,30,Graduate,Fail,-24,241,265,241,1,1,1,0,0,Data Science,56,2,Extremabsence,Embibe,High,1,217,217,
Artificial Intelligence,2013,631446,Professional, Oxfordshire,Beginner,35-55,0,30,Graduate,Withdrawn,-24,219,243,241,22,123,320,70,86.57142857,Artificial Intelligence,56,20,Extremabsence,Toppr,Low,1,290,220,
Artificial Intelligence,2011,472348,Professional,Buckingham,Beginner,0-35,1,120,Graduate,Withdrawn,-23,96,119,240,14,64,122,17,38,Machine learning,56,2,Extremabsence,Brainly,Very Low,1,256,239,
Artificial Intelligence,2011,476297,Professional, Oxfordshire,Beginner,35-55,1,120,Graduate,Withdrawn,-23,209,232,240,33,135,371,92,74.09090909,Python,56,20,Extremabsence,Class Plus,Very High ,0,272,180,
Artificial Intelligence,2011,478792,Professional,London ,Intermediate,0-35,0,120,Graduate,Fail,-23,240,263,240,68,344,735,83,60.8,Data Science,56,2,Extremabsence,EduKart,Medium,0,251,168,
Artificial Intelligence,2011,483411,Professional,Hampshire,Advanced,0-35,1,120,Graduate,Fail,-23,240,263,240,27,141,481,50,73.5,Artificial Intelligence,56,20,Extremabsence,WizIQ,High,1,279,229,
Artificial Intelligence,2011,495875,Professional,Hampshire,Intermediate,0-35,0,60,Graduate,Withdrawn,-23,46,69,240,0,0,0,0,0,Data Science,56,2,Extremabsence,Udemy,Low,1,244,244,
Artificial Intelligence,2011,496243,Professional,Scotland,Beginner,0-35,1,180,Graduate,Fail,-23,240,263,240,41,198,504,42,76.2,Artificial Intelligence,56,20,Extremabsence,Coursera,Very Low,1,281,239,
Artificial Intelligence,2011,497607,Professional,Wales,Advanced,0-35,1,120,Graduate,Fail,-23,240,263,240,3,27,53,0,0,Machine learning,56,2,Extremabsence,Byjus,Very High ,0,203,203,
Artificial Intelligence,2011,502872,Professional,Norfolk,Beginner,0-35,0,180,Graduate,Fail,-23,240,263,240,8,34,75,25,87.66666667,Python,56,20,Extremabsence,Unacademy,Medium,0,201,176,
Artificial Intelligence,2011,503353,Professional,London ,Advanced,0-35,0,210,Graduate,Withdrawn,-23,46,69,240,15,67,125,8,75,Data Science,56,2,Extremabsence,Vedantu,High,1,211,203,
Artificial Intelligence,2011,508668,Professional,Singapore,Intermediate,0-35,0,60,Graduate,Fail,-23,240,263,240,2,9,12,0,0,Artificial Intelligence,56,20,Extremabsence,Embibe,Low,1,268,268,
Artificial Intelligence,2011,520230,Professional,Yorkshire Region,Intermediate,35-55,0,60,Graduate,Withdrawn,-23,27,50,240,0,0,0,0,0,Data Science,56,2,Extremabsence,Toppr,Very Low,1,216,216,
Artificial Intelligence,2011,529767,Professional,Scotland,Intermediate,35-55,1,120,Graduate,Withdrawn,-23,27,50,240,0,0,0,0,0,Artificial Intelligence,56,20,Extremabsence,Brainly,Very High ,0,238,238,
Artificial Intelligence,2014,681166,Professional,Wales,Advanced,0-35,0,60,Graduate,Withdrawn,-23,12,35,262,0,0,0,0,0,Machine learning,56,20,Extremabsence,Class Plus,Medium,0,213,213,
Artificial Intelligence,2014,684971,Professional,Wales,Intermediate,35-55,0,60,Graduate,Fail,-23,262,285,262,27,162,592,83,31.8,Python,56,2,Extremabsence,EduKart,High,0,210,127,
Artificial Intelligence,2014,690940,Professional,Leicester,Beginner,0-35,0,60,Graduate,Withdrawn,-23,12,35,262,19,108,288,17,100,Data Science,56,20,Extremabsence,WizIQ,Low,0,279,262,
Artificial Intelligence,2014,695982,Professional,Singapore,Intermediate,35-55,0,60,Graduate,Withdrawn,-23,12,35,262,1,13,22,0,0,Artificial Intelligence,56,2,Extremabsence,Udemy,Very Low,1,296,296,
Artificial Intelligence,2014,697345,Professional, Oxfordshire,Intermediate,0-35,0,60,Graduate,Fail,-23,262,285,262,27,160,500,50,28.66666667,Data Science,56,20,Extremabsence,Coursera,Very High ,0,298,248,
Artificial Intelligence,2014,697428,Student,London ,Intermediate,35-55,0,60,Graduate,Fail,-23,262,285,262,10,24,65,67,77.75,Artificial Intelligence,56,2,Extremabsence,Byjus,Medium,1,207,140,
Artificial Intelligence,2014,697893,Professional,Yorkshire Region,Intermediate,0-35,0,120,Graduate,Withdrawn,-23,12,35,262,9,50,127,17,1,Machine learning,56,20,Extremabsence,Unacademy,High,0,233,216,
Artificial Intelligence,2014,697909,Professional,Scotland,Intermediate,0-35,0,60,Graduate,Withdrawn,-23,117,140,262,13,51,97,33,34.5,Python,56,2,Extremabsence,Vedantu,Low,1,211,178,
Artificial Intelligence,2014,698010,Professional,Cheshire,Intermediate,0-35,0,60,Graduate,Fail,-23,262,285,262,44,211,651,67,54.25,Data Science,56,20,Extremabsence,Embibe,Very Low,0,264,197,
Artificial Intelligence,2014,698198,Professional,Leicester,Beginner,35-55,0,60,Graduate,Fail,-23,262,285,262,18,143,470,50,77.66666667,Artificial Intelligence,56,2,Extremabsence,Toppr,Very High ,1,267,217,
Artificial Intelligence,2014,698200,Professional,London ,Beginner,35-55,0,60,Graduate,Fail,-23,262,285,262,11,32,63,33,34.5,Data Science,56,20,Extremabsence,Brainly,Medium,0,273,240,
Artificial Intelligence,2014,698205,Professional,Leicester,Beginner,35-55,0,60,Graduate,Withdrawn,-23,157,180,262,6,40,160,33,92.5,Artificial Intelligence,56,2,Extremabsence,Class Plus,High,0,261,228,
Artificial Intelligence,2014,698208,Professional,Singapore,Beginner,35-55,0,60,Graduate,Fail,-23,262,285,262,20,149,438,67,52.25,Machine learning,56,20,Extremabsence,EduKart,Low,0,272,205,
Artificial Intelligence,2014,591733,Professional,Norfolk,Intermediate,0-35,0,60,Graduate,Withdrawn,-23,193,216,269,15,88,510,60,44.83333333,Python,56,2,Extremabsence,WizIQ,Very Low,0,252,192,
Artificial Intelligence,2014,599341,Student, Oxfordshire,Intermediate,0-35,1,60,Graduate,Withdrawn,-23,87,110,269,24,139,792,10,67,Data Science,56,20,Extremabsence,Udemy,Very High ,0,245,235,
Artificial Intelligence,2014,600175,Student,Surrey,Intermediate,35-55,0,90,Graduate,Withdrawn,-23,52,75,269,37,233,1185,20,73,Artificial Intelligence,56,2,Extremabsence,Coursera,Medium,0,265,245,
Artificial Intelligence,2014,601054,Student,Wales,Advanced,0-35,1,60,Graduate,Withdrawn,-23,44,67,269,4,7,7,0,0,Data Science,56,20,Extremabsence,Byjus,High,0,250,250,
Artificial Intelligence,2014,601567,Student,Scotland,Beginner,0-35,0,60,Graduate,Fail,-23,269,292,269,23,111,326,40,38.25,Artificial Intelligence,56,2,Extremabsence,Unacademy,Low,0,267,227,
Artificial Intelligence,2014,609044,Student,Surrey,Beginner,0-35,1,60,Graduate,Withdrawn,-23,269,292,269,3,22,43,0,0,Artificial Intelligence,56,20,Extremabsence,Vedantu,Very Low,1,257,257,
Artificial Intelligence,2014,611852,Student,Surrey,Intermediate,0-35,0,60,Graduate,Withdrawn,-23,12,35,269,1,1,1,0,0,Python,56,2,Extremabsence,Embibe,Very High ,1,209,209,
Artificial Intelligence,2014,619503,Student,Surrey,Beginner,0-35,0,30,Graduate,Withdrawn,-23,109,132,269,23,81,285,30,91.33333333,Python,56,20,Extremabsence,Toppr,Medium,0,216,186,
Artificial Intelligence,2014,630073,Student,Wales,Beginner,0-35,0,90,Graduate,Withdrawn,-23,103,126,269,38,116,478,30,61,Python,56,2,Extremabsence,Brainly,High,0,238,208,
Artificial Intelligence,2014,641684,Student,Norfolk,Advanced,0-35,0,120,Graduate,Withdrawn,-23,65,88,269,12,57,241,20,28.5,Python,56,20,Extremabsence,Class Plus,Low,0,248,228,
Artificial Intelligence,2014,642627,Student,Singapore,Intermediate,0-35,0,90,Graduate,Withdrawn,-23,269,292,269,0,0,0,0,0,Artificial Intelligence,56,2,Extremabsence,EduKart,Very Low,0,243,243,
Artificial Intelligence,2014,680314,Professional,Yorkshire Region,Intermediate,0-35,0,150,Graduate,Withdrawn,-23,40,63,262,23,110,229,14,95,Artificial Intelligence,56,2,Extremabsence,WizIQ,Very High ,1,226,212,
Artificial Intelligence,2014,680973,Student,Scotland,Beginner,0-35,0,60,Graduate,Fail,-23,262,285,262,27,83,199,71,72,Machine learning,56,20,Extremabsence,Udemy,Medium,0,254,183,
Artificial Intelligence,2014,647405,Professional, Oxfordshire,Advanced,0-35,0,60,Post Graduate,Withdrawn,-23,12,35,269,0,0,0,0,0,Python,56,20,Extremabsence,Coursera,High,1,292,292,
Artificial Intelligence,2014,648652,Student, Oxfordshire,Intermediate,0-35,0,120,Graduate,Withdrawn,-23,31,54,269,16,79,318,0,0,Data Science,56,2,Extremabsence,Byjus,Low,0,287,287,
Artificial Intelligence,2014,649863,Student,Cheshire,Beginner,0-35,0,60,Graduate,Withdrawn,-23,12,35,269,11,50,234,20,96,Artificial Intelligence,56,20,Extremabsence,Unacademy,Very Low,0,204,184,
Artificial Intelligence,2014,675441,Student, Oxfordshire,Beginner,0-35,0,60,Graduate,Fail,-23,269,292,269,2,14,45,0,0,Data Science,56,2,Extremabsence,Vedantu,Very High ,1,270,270,
Artificial Intelligence,2014,680442,Student,Scotland,Intermediate,0-35,0,120,Graduate,Withdrawn,-23,103,126,269,17,100,387,20,97,Artificial Intelligence,56,20,Extremabsence,Embibe,Medium,1,242,222,
Artificial Intelligence,2014,681852,Student,London ,Beginner,0-35,0,60,Graduate,Withdrawn,-23,34,57,269,6,24,153,0,0,Machine learning,56,2,Extremabsence,Toppr,High,0,280,280,
Artificial Intelligence,2014,681861,Student,Buckingham,Advanced,0-35,0,60,Graduate,Withdrawn,-23,132,155,269,66,313,1536,40,85.5,Python,56,20,Extremabsence,Brainly,Low,0,231,191,
Artificial Intelligence,2014,684473,Professional,Norfolk,Intermediate,0-35,0,90,Graduate,Withdrawn,-23,184,207,269,69,333,1117,40,68.5,Data Science,56,2,Extremabsence,Class Plus,Very Low,0,281,241,
Artificial Intelligence,2014,685236,Student,Surrey,Beginner,0-35,0,60,Graduate,Withdrawn,-23,221,244,269,43,234,724,60,69,Artificial Intelligence,56,20,Extremabsence,EduKart,Very High ,0,202,142,
Artificial Intelligence,2014,687194,Student,Scotland,Beginner,0-35,0,60,Graduate,Fail,-23,269,292,269,31,125,567,80,72,Data Science,56,2,Extremabsence,WizIQ,Medium,0,277,197,
Artificial Intelligence,2014,687498,Student, Oxfordshire,Beginner,0-35,0,30,Graduate,Withdrawn,-23,68,91,269,34,141,395,20,98,Artificial Intelligence,56,20,Extremabsence,Udemy,High,0,222,202,
Artificial Intelligence,2014,690470,Student, Oxfordshire,Beginner,35-55,0,60,Graduate,Withdrawn,-23,23,46,269,4,14,43,0,0,Machine learning,56,2,Extremabsence,Coursera,Low,0,261,261,
Artificial Intelligence,2014,694081,Student,Scotland,Beginner,0-35,0,60,Graduate,Withdrawn,-23,18,41,269,4,16,55,0,0,Python,56,20,Extremabsence,Byjus,Very Low,0,292,292,
Artificial Intelligence,2014,694548,Student,Scotland,Beginner,0-35,0,90,Graduate,Withdrawn,-23,12,35,269,6,19,117,0,0,Data Science,56,2,Extremabsence,Unacademy,Very High ,0,200,200,
Artificial Intelligence,2014,694684,Student,Norfolk,Intermediate,0-35,0,30,Graduate,Fail,-23,269,292,269,19,132,986,20,66,Artificial Intelligence,56,20,Extremabsence,Vedantu,Medium,0,256,236,
Artificial Intelligence,2014,695638,Student,Norfolk,Beginner,0-35,0,30,Graduate,Fail,-23,269,292,269,11,45,259,80,69,Data Science,56,2,Extremabsence,Embibe,High,1,282,202,
Artificial Intelligence,2014,695760,Student,Ireland,Advanced,0-35,0,120,Graduate,Withdrawn,-23,12,35,269,2,5,10,0,0,Artificial Intelligence,56,20,Extremabsence,Toppr,Low,1,279,279,
Artificial Intelligence,2014,695921,Student,Wales,Advanced,55<=,0,30,Graduate,Fail,-23,269,292,269,0,0,0,0,0,Machine learning,56,2,Extremabsence,Brainly,Very Low,0,292,292,
Artificial Intelligence,2014,631750,Student,Yorkshire Region,Intermediate,0-35,0,120,Graduate,Withdrawn,-23,12,35,269,10,62,171,0,0,Python,56,20,Extremabsence,Class Plus,Very High ,0,272,272,
Artificial Intelligence,2014,635079,Student,Norfolk,Beginner,35-55,1,60,Graduate,Fail,-23,269,292,269,1,3,44,0,0,Data Science,56,2,Extremabsence,EduKart,Medium,1,232,232,
Artificial Intelligence,2014,635985,Student, Oxfordshire,Beginner,0-35,0,120,Graduate,Fail,-23,269,292,269,16,69,278,15,80,Artificial Intelligence,56,20,Extremabsence,WizIQ,High,1,247,232,
Artificial Intelligence,2014,647194,Student,Buckingham,Intermediate,0-35,0,60,Graduate,Fail,-23,269,292,269,8,35,85,0,0,Data Science,56,2,Extremabsence,Udemy,Low,1,208,208,
Artificial Intelligence,2014,649764,Professional,Wales,Beginner,0-35,0,60,Graduate,Withdrawn,-23,2,25,269,0,0,0,0,0,Artificial Intelligence,56,20,Extremabsence,Coursera,Very Low,1,237,237,
Artificial Intelligence,2014,652769,Student,Leicester,Intermediate,0-35,0,60,Graduate,Fail,-23,269,292,269,12,80,224,15,71,Machine learning,56,2,Extremabsence,Byjus,Very High ,0,215,200,
Artificial Intelligence,2014,654432,Student, Oxfordshire,Intermediate,35-55,0,60,Graduate,Withdrawn,-23,75,98,269,10,43,70,0,0,Python,56,20,Extremabsence,Unacademy,Medium,0,267,267,
Artificial Intelligence,2014,676627,Professional,Hampshire,Advanced,0-35,0,120,Graduate,Withdrawn,-23,87,110,269,13,96,321,8,56,Data Science,56,2,Extremabsence,Vedantu,High,1,245,237,
Artificial Intelligence,2013,612207,Professional, Oxfordshire,Beginner,0-35,0,30,Graduate,Fail,-23,241,264,241,0,0,0,0,0,Artificial Intelligence,56,20,Extremabsence,Embibe,Low,0,276,276,
Artificial Intelligence,2013,612711,Professional,Yorkshire Region,Intermediate,0-35,0,30,Graduate,Fail,-23,241,264,241,0,0,0,0,0,Data Science,56,2,Extremabsence,Toppr,Very Low,0,233,233,
Artificial Intelligence,2013,627812,Professional,Wales,Intermediate,0-35,0,30,Graduate,Withdrawn,-23,119,142,241,5,14,29,10,60,Artificial Intelligence,56,20,Extremabsence,Brainly,Very High ,1,288,278,
Artificial Intelligence,2013,633498,Professional,Surrey,Intermediate,0-35,0,30,Graduate,Fail,-23,241,264,241,17,75,202,20,75,Machine learning,56,2,Extremabsence,Class Plus,Medium,1,264,244,
Artificial Intelligence,2011,467835,Professional,Norfolk,Intermediate,0-35,0,60,Graduate,Withdrawn,-22,27,49,240,4,30,58,0,0,Python,56,2,Extremabsence,EduKart,High,0,208,208,
Artificial Intelligence,2011,494304,Professional,Hampshire,Beginner,0-35,1,210,Graduate,Fail,-22,240,262,240,0,0,0,0,0,Data Science,56,20,Extremabsence,WizIQ,Low,0,278,278,
Artificial Intelligence,2011,495913,Professional,Ireland,Beginner,0-35,1,120,Graduate,Withdrawn,-22,39,61,240,0,0,0,0,0,Artificial Intelligence,56,2,Extremabsence,Udemy,Very Low,0,275,275,
Artificial Intelligence,2011,507485,Professional,Norfolk,Beginner,0-35,0,60,Graduate,Withdrawn,-22,27,49,240,0,0,0,0,0,Data Science,56,20,Extremabsence,Coursera,Very High ,1,294,294,
Artificial Intelligence,2011,509926,Professional,London ,Intermediate,35-55,0,60,Graduate,Fail,-22,240,262,240,23,124,310,67,86.375,Artificial Intelligence,56,2,Extremabsence,Byjus,Medium,1,249,182,
Artificial Intelligence,2011,518904,Professional,Scotland,Beginner,0-35,0,60,Graduate,Fail,-22,240,262,240,16,84,169,8,53,Machine learning,56,20,Extremabsence,Unacademy,High,1,236,228,
Artificial Intelligence,2011,528918,Professional,Yorkshire Region,Intermediate,35-55,1,120,Graduate,Withdrawn,-22,74,96,240,6,32,60,8,62,Python,56,2,Extremabsence,Vedantu,Low,1,253,245,
Artificial Intelligence,2011,529452,Professional,London ,Advanced,35-55,0,75,Graduate,Fail,-22,240,262,240,107,468,947,92,74.72727273,Data Science,56,20,Extremabsence,Embibe,Very Low,1,271,179,
Artificial Intelligence,2011,531000,Professional,London ,Advanced,35-55,0,60,Graduate,Withdrawn,-22,12,34,240,2,6,8,0,0,Artificial Intelligence,56,2,Extremabsence,Toppr,Very High ,1,244,244,
Artificial Intelligence,2013,469664,Professional,Yorkshire Region,Advanced,0-35,0,210,Graduate,Withdrawn,-22,33,55,234,1,8,13,0,0,Data Science,56,20,Extremabsence,Brainly,Medium,1,238,238,
Artificial Intelligence,2014,682289,Professional,Cheshire,Basic,35-55,0,120,Post Graduate,Withdrawn,-22,12,34,262,0,0,0,0,0,Artificial Intelligence,56,2,Extremabsence,Class Plus,High,1,222,222,
Artificial Intelligence,2014,687004,Professional,Hampshire,Beginner,0-35,0,60,Graduate,Fail,-22,262,284,262,2,4,6,17,1,Machine learning,56,20,Extremabsence,EduKart,Low,1,250,233,
Artificial Intelligence,2014,693615,Student,Norfolk,Beginner,35-55,0,60,Graduate,Withdrawn,-22,6,28,262,3,21,61,0,0,Python,56,2,Extremabsence,WizIQ,Very Low,0,299,299,
Artificial Intelligence,2014,697912,Student,Cheshire,Intermediate,35-55,0,120,Graduate,Fail,-22,262,284,262,7,48,160,17,100,Data Science,56,20,Extremabsence,Udemy,Very High ,1,218,201,
Artificial Intelligence,2014,698357,Professional,Scotland,Intermediate,0-35,0,60,Graduate,Withdrawn,-22,165,187,262,37,154,322,50,56.33333333,Artificial Intelligence,56,2,Extremabsence,Coursera,Medium,0,294,244,
Artificial Intelligence,2014,605459,Student,Norfolk,Intermediate,0-35,0,150,Graduate,Withdrawn,-22,96,118,269,27,89,219,20,43.5,Data Science,56,2,Extremabsence,Byjus,High,0,277,257,
Artificial Intelligence,2014,605545,Student,Leicester,Intermediate,35-55,0,60,Graduate,Fail,-22,269,291,269,7,23,106,10,78,Artificial Intelligence,56,20,Extremabsence,Unacademy,Low,0,221,211,
Artificial Intelligence,2014,606036,Student,Cheshire,Intermediate,35-55,0,90,Graduate,Withdrawn,-22,34,56,269,6,97,199,10,33,Machine learning,56,2,Extremabsence,Vedantu,Very Low,1,295,285,
Artificial Intelligence,2014,608983,Professional,Surrey,Intermediate,35-55,0,60,Graduate,Withdrawn,-22,17,39,269,3,17,42,0,0,Python,56,20,Extremabsence,Embibe,Very High ,1,214,214,
Artificial Intelligence,2014,609605,Student,Yorkshire Region,Intermediate,0-35,1,60,Graduate,Withdrawn,-22,178,200,269,41,170,642,50,56.8,Data Science,56,2,Extremabsence,Toppr,Medium,0,226,176,
Artificial Intelligence,2014,610285,Student,London ,Beginner,0-35,0,60,Graduate,Withdrawn,-22,128,150,269,32,139,482,30,88.66666667,Artificial Intelligence,56,20,Extremabsence,Brainly,High,0,286,256,
Artificial Intelligence,2014,615242,Student,London ,Intermediate,0-35,0,30,Graduate,Fail,-22,269,291,269,23,99,238,10,0,Data Science,56,2,Extremabsence,Class Plus,Low,1,300,290,
Artificial Intelligence,2014,622015,Student,Surrey,Intermediate,0-35,1,30,Graduate,Withdrawn,-22,139,161,269,3,34,89,10,56,Artificial Intelligence,56,20,Extremabsence,EduKart,Very Low,1,220,210,
Artificial Intelligence,2014,627295,Student,Norfolk,Intermediate,0-35,0,120,Post Graduate,Withdrawn,-22,10,32,269,26,137,700,20,61,Machine learning,56,2,Extremabsence,WizIQ,Very High ,0,249,229,
Artificial Intelligence,2014,629056,Student, Oxfordshire,Intermediate,0-35,1,60,Post Graduate,Withdrawn,-22,178,200,269,89,219,513,20,35,Python,56,20,Extremabsence,Udemy,Medium,0,245,225,
Artificial Intelligence,2014,630891,Student,Leicester,Beginner,0-35,0,60,Graduate,Withdrawn,-22,67,89,269,30,134,504,10,0,Data Science,56,2,Extremabsence,Coursera,High,0,211,201,
Artificial Intelligence,2014,633238,Professional, Oxfordshire,Intermediate,0-35,0,90,Graduate,Withdrawn,-22,45,67,269,19,64,159,20,16.5,Artificial Intelligence,56,20,Extremabsence,Byjus,Low,0,268,248,
Artificial Intelligence,2014,645835,Student,Surrey,Beginner,0-35,0,120,Graduate,Withdrawn,-22,191,213,269,79,324,1219,60,72.16666667,Data Science,56,2,Extremabsence,Unacademy,Very Low,1,217,157,
Artificial Intelligence,2014,645867,Student,Surrey,Intermediate,0-35,0,120,Graduate,Withdrawn,-22,269,291,269,11,71,363,0,0,Artificial Intelligence,56,20,Extremabsence,Vedantu,Very High ,1,278,278,
Artificial Intelligence,2014,648448,Student,Norfolk,Beginner,0-35,0,90,Graduate,Withdrawn,-22,52,74,269,14,96,206,0,0,Machine learning,56,2,Extremabsence,Embibe,Medium,0,289,289,
Artificial Intelligence,2012,595963,Professional,Norfolk,Intermediate,0-35,0,60,Graduate,Withdrawn,-22,102,124,261,23,127,227,29,44,Python,56,20,Extremabsence,Toppr,High,1,225,196,
Artificial Intelligence,2014,676138,Professional,London ,Advanced,0-35,0,120,Graduate,Fail,-22,262,284,262,42,176,377,71,93.6,Data Science,56,20,Extremabsence,Brainly,Low,1,276,205,
Artificial Intelligence,2014,680981,Student,Wales,Intermediate,0-35,0,120,Graduate,Withdrawn,-22,164,186,262,8,31,61,29,57.5,Artificial Intelligence,56,2,Extremabsence,Class Plus,Very Low,0,265,236,
Artificial Intelligence,2014,681125,Student,Singapore,Beginner,0-35,0,60,Graduate,Withdrawn,-22,116,138,262,26,70,148,43,35,Data Science,56,20,Extremabsence,EduKart,Very High ,0,281,238,
Artificial Intelligence,2014,683486,Student,Norfolk,Beginner,0-35,0,60,Graduate,Withdrawn,-22,101,123,262,46,204,446,29,55,Artificial Intelligence,56,2,Extremabsence,WizIQ,Medium,1,299,270,
Artificial Intelligence,2014,685804,Student,Hampshire,Beginner,35-55,0,60,Graduate,Fail,-22,269,291,269,32,116,280,80,48.5,Machine learning,56,20,Extremabsence,Udemy,High,0,287,207,
Artificial Intelligence,2014,689763,Professional,Yorkshire Region,Beginner,0-35,0,180,Graduate,Fail,-22,269,291,269,73,279,889,60,70.33333333,Python,56,2,Extremabsence,Coursera,Low,1,207,147,
Artificial Intelligence,2014,694658,Professional,Wales,Intermediate,35-55,0,120,Graduate,Withdrawn,-22,12,34,269,0,0,0,0,0,Data Science,56,20,Extremabsence,Byjus,Very Low,1,234,234,
Artificial Intelligence,2012,602344,Student, Oxfordshire,Intermediate,0-35,0,90,Graduate,Fail,-22,268,290,268,17,181,888,15,64,Artificial Intelligence,56,20,Extremabsence,Unacademy,Very High ,1,236,221,
Artificial Intelligence,2014,631075,Student,Norfolk,Beginner,0-35,1,90,Graduate,Fail,-22,269,291,269,25,126,590,62,72.625,Data Science,56,20,Extremabsence,Vedantu,Medium,0,252,190,
Artificial Intelligence,2014,632556,Student,Hampshire,Intermediate,0-35,0,60,Graduate,Fail,-22,269,291,269,51,365,1352,85,74.18181818,Artificial Intelligence,56,2,Extremabsence,Embibe,High,1,299,214,
Artificial Intelligence,2014,636547,Student,Surrey,Beginner,0-35,0,120,Graduate,Fail,-22,269,291,269,40,291,966,31,69.5,Machine learning,56,20,Extremabsence,Toppr,Low,1,269,238,
Artificial Intelligence,2014,646807,Student,Leicester,Intermediate,0-35,0,180,Graduate,Withdrawn,-22,137,159,269,65,463,1800,46,85.66666667,Python,56,2,Extremabsence,Brainly,Very Low,1,298,252,
Artificial Intelligence,2014,649258,Student,Cheshire,Intermediate,0-35,0,120,Graduate,Fail,-22,269,291,269,76,477,2226,92,79,Data Science,56,20,Extremabsence,Class Plus,Very High ,1,286,194,
Artificial Intelligence,2013,624327,Professional,London ,Advanced,35-55,0,30,Post Graduate,Fail,-22,241,263,241,9,32,86,10,80,Artificial Intelligence,56,20,Extremabsence,EduKart,Medium,0,232,222,
Artificial Intelligence,2013,624795,Professional,Cheshire,Advanced,0-35,0,30,Graduate,Fail,-22,241,263,241,37,206,617,80,66.875,Data Science,56,2,Extremabsence,WizIQ,High,1,201,121,
Artificial Intelligence,2013,626629,Professional,Scotland,Beginner,0-35,0,30,Graduate,Fail,-22,241,263,241,10,92,332,90,81.88888889,Artificial Intelligence,56,20,Extremabsence,Udemy,Low,1,260,170,
Artificial Intelligence,2013,628759,Professional,Scotland,Advanced,0-35,0,30,Graduate,Fail,-22,241,263,241,8,25,57,30,68.66666667,Machine learning,56,2,Extremabsence,Coursera,Very Low,1,269,239,
Artificial Intelligence,2013,632210,Student,Wales,Advanced,35-55,0,30,Graduate,Fail,-22,241,263,241,7,36,90,10,50,Python,56,20,Extremabsence,Byjus,Very High ,0,231,221,
Artificial Intelligence,2011,485782,Professional,Buckingham,Beginner,0-35,1,180,Graduate,Fail,-21,240,261,240,1,1,1,0,0,Data Science,56,2,Extremabsence,Unacademy,Medium,0,241,241,
Artificial Intelligence,2011,498455,Professional,Hampshire,Beginner,0-35,0,60,Graduate,Fail,-21,240,261,240,31,165,334,67,47.625,Artificial Intelligence,56,20,Extremabsence,Vedantu,High,1,240,173,
Artificial Intelligence,2011,503390,Professional,Norfolk,Beginner,0-35,1,240,Graduate,Fail,-21,240,261,240,33,174,482,83,69.5,Data Science,56,2,Extremabsence,Embibe,Low,1,253,170,
Artificial Intelligence,2011,507184,Professional, Oxfordshire,Intermediate,0-35,0,60,Graduate,Withdrawn,-21,49,70,240,7,20,53,8,75,Artificial Intelligence,56,20,Extremabsence,Toppr,Very Low,1,217,209,
Artificial Intelligence,2011,507320,Student,Ireland,Beginner,0-35,0,150,Graduate,Withdrawn,-21,27,48,240,2,21,94,0,0,Machine learning,56,2,Extremabsence,Brainly,Very High ,0,209,209,
Artificial Intelligence,2014,693692,Professional,Norfolk,Beginner,0-35,0,60,Graduate,Fail,-21,262,283,262,6,30,53,33,29.5,Python,56,2,Extremabsence,Class Plus,Medium,1,296,263,
Artificial Intelligence,2014,697653,Professional,Norfolk,Beginner,0-35,0,120,Graduate,Withdrawn,-21,208,229,262,47,329,1270,67,67.5,Data Science,56,20,Extremabsence,EduKart,High,0,296,229,
